"gene","hgnc_symbol","n_disorders","disorders","degree","weighted_degree"
"ENSG00000000938","FGR",2,"OCD;SZ",2413,2718
"ENSG00000000971","CFH",2,"OCD;SZ",2413,2718
"ENSG00000002549","LAP3",3,"ASD;MDD;OCD",4712,6841
"ENSG00000002746","HECW1",2,"ASD;MDD",4478,5520
"ENSG00000002933","TMEM176A",3,"ASD;OCD;SZ",3360,4154
"ENSG00000003096","KLHL13",2,"MDD;OCD",4488,5405
"ENSG00000003147","ICA1",2,"ASD;MDD",4478,5520
"ENSG00000003402","CFLAR",3,"ADHD;ASD;BD",3986,4683
"ENSG00000004534","RBM6",2,"MDD;SZ",4554,5481
"ENSG00000004776","HSPB6",2,"BD;MDD",4639,6215
"ENSG00000004777","ARHGAP33",3,"ADHD;MDD;OCD",4654,6521
"ENSG00000004866","ST7",2,"MDD;OCD",4488,5405
"ENSG00000004948","CALCR",2,"MDD;SZ",4554,5481
"ENSG00000005007","UPF1",2,"ASD;BD",3243,3567
"ENSG00000005020","SKAP2",2,"MDD;SZ",4554,5481
"ENSG00000005059","MCUB",3,"BD;OCD;SZ",3682,4849
"ENSG00000005075","POLR2J",2,"MDD;OCD",4488,5405
"ENSG00000005108","THSD7A",2,"MDD;OCD",4488,5405
"ENSG00000005194","CIAPIN1",2,"ADHD;MDD",4310,5200
"ENSG00000005206","SPPL2B",2,"ASD;SZ",2595,2833
"ENSG00000005249","PRKAR2B",3,"ASD;MDD;OCD",4712,6841
"ENSG00000005339","CREBBP",2,"ADHD;MDD",4310,5200
"ENSG00000005381","MPO",2,"MDD;OCD",4488,5405
"ENSG00000005448","WDR54",2,"ADHD;ASD",2382,2552
"ENSG00000005700","IBTK",2,"BD;MDD",4639,6215
"ENSG00000005844","ITGAL",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000005884","ITGA3",2,"ADHD;MDD",4310,5200
"ENSG00000005961","ITGA2B",2,"BD;MDD",4639,6215
"ENSG00000006015","REX1BD",2,"ASD;MDD",4478,5520
"ENSG00000006016","CRLF1",2,"BD;OCD",3117,3452
"ENSG00000006042","TMEM98",2,"MDD;OCD",4488,5405
"ENSG00000006062","MAP3K14",2,"BD;MDD",4639,6215
"ENSG00000006116","CACNG3",2,"ASD;OCD",2440,2757
"ENSG00000006128","TAC1",3,"BD;MDD;SZ",4810,7612
"ENSG00000006283","CACNA1G",2,"MDD;SZ",4554,5481
"ENSG00000006327","TNFRSF12A",2,"ASD;SZ",2595,2833
"ENSG00000006377","DLX6",2,"MDD;OCD",4488,5405
"ENSG00000006432","MAP3K9",2,"ASD;OCD",2440,2757
"ENSG00000006468","ETV1",2,"BD;OCD",3117,3452
"ENSG00000006652","IFRD1",2,"BD;MDD",4639,6215
"ENSG00000006704","GTF2IRD1",2,"BD;MDD",4639,6215
"ENSG00000006712","PAF1",2,"ADHD;MDD",4310,5200
"ENSG00000007047","MARK4",2,"ASD;MDD",4478,5520
"ENSG00000007080","CCDC124",2,"MDD;SZ",4554,5481
"ENSG00000007264","MATK",3,"ADHD;MDD;OCD",4654,6521
"ENSG00000007384","RHBDF1",3,"MDD;OCD;SZ",4809,6802
"ENSG00000007402","CACNA2D2",3,"ASD;MDD;SZ",4826,6917
"ENSG00000007520","TSR3",2,"BD;MDD",4639,6215
"ENSG00000007866","TEAD3",2,"OCD;SZ",2413,2718
"ENSG00000007944","MYLIP",3,"ADHD;BD;MDD",4766,7331
"ENSG00000008256","CYTH3",2,"ADHD;ASD",2382,2552
"ENSG00000008382","MPND",2,"BD;MDD",4639,6215
"ENSG00000008394","MGST1",3,"ASD;MDD;OCD",4712,6841
"ENSG00000008405","CRY1",2,"ADHD;MDD",4310,5200
"ENSG00000008513","ST3GAL1",3,"BD;MDD;OCD",4878,7536
"ENSG00000008517","IL32",2,"MDD;SZ",4554,5481
"ENSG00000008710","PKD1",2,"ADHD;MDD",4310,5200
"ENSG00000008838","MED24",2,"ADHD;MDD",4310,5200
"ENSG00000008853","RHOBTB2",3,"ASD;BD;MDD",4878,7651
"ENSG00000009790","TRAF3IP3",3,"BD;MDD;OCD",4878,7536
"ENSG00000009950","MLXIPL",4,"BD;MDD;OCD;SZ",4958,8933
"ENSG00000010219","DYRK4",2,"MDD;OCD",4488,5405
"ENSG00000010256","UQCRC1",2,"ASD;MDD",4478,5520
"ENSG00000010282","HHATL",2,"BD;MDD",4639,6215
"ENSG00000010295","IFFO1",2,"ASD;MDD",4478,5520
"ENSG00000010310","GIPR",2,"BD;MDD",4639,6215
"ENSG00000010318","PHF7",2,"BD;MDD",4639,6215
"ENSG00000010319","SEMA3G",3,"BD;MDD;SZ",4810,7612
"ENSG00000010322","NISCH",3,"ASD;BD;MDD",4878,7651
"ENSG00000010327","STAB1",2,"BD;OCD",3117,3452
"ENSG00000010610","CD4",2,"BD;SZ",2876,3528
"ENSG00000010818","HIVEP2",3,"ASD;MDD;OCD",4712,6841
"ENSG00000011028","MRC2",2,"BD;SZ",2876,3528
"ENSG00000011304","PTBP1",2,"ASD;SZ",2595,2833
"ENSG00000011422","PLAUR",2,"ASD;MDD",4478,5520
"ENSG00000011451","WIZ",2,"BD;MDD",4639,6215
"ENSG00000011566","MAP4K3",2,"ADHD;MDD",4310,5200
"ENSG00000011600","TYROBP",3,"BD;MDD;SZ",4810,7612
"ENSG00000011638","LDAF1",2,"ASD;MDD",4478,5520
"ENSG00000012174","MBTPS2",2,"ASD;MDD",4478,5520
"ENSG00000013297","CLDN11",2,"ASD;MDD",4478,5520
"ENSG00000013364","MVP",2,"ASD;BD",3243,3567
"ENSG00000013375","PGM3",2,"ADHD;MDD",4310,5200
"ENSG00000013441","CLK1",2,"MDD;SZ",4554,5481
"ENSG00000014257","ACP3",2,"BD;OCD",3117,3452
"ENSG00000014641","MDH1",2,"ASD;MDD",4478,5520
"ENSG00000014914","MTMR11",3,"ADHD;ASD;SZ",3411,3949
"ENSG00000014919","COX15",2,"ADHD;MDD",4310,5200
"ENSG00000015133","CCDC88C",3,"ADHD;MDD;OCD",4654,6521
"ENSG00000015153","YAF2",3,"ASD;BD;MDD",4878,7651
"ENSG00000017427","IGF1",2,"MDD;OCD",4488,5405
"ENSG00000017483","SLC38A5",3,"ASD;BD;MDD",4878,7651
"ENSG00000018280","SLC11A1",2,"BD;SZ",2876,3528
"ENSG00000018408","WWTR1",2,"ASD;SZ",2595,2833
"ENSG00000019169","MARCO",2,"BD;SZ",2876,3528
"ENSG00000019582","CD74",5,"ADHD;BD;MDD;OCD;SZ",5008,10049
"ENSG00000019991","HGF",2,"ASD;BD",3243,3567
"ENSG00000020129","NCDN",2,"MDD;OCD",4488,5405
"ENSG00000020256","ZFP64",3,"ADHD;MDD;SZ",4727,6597
"ENSG00000020577","SAMD4A",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000021355","SERPINB1",2,"BD;MDD",4639,6215
"ENSG00000021461","CYP3A43",2,"BD;MDD",4639,6215
"ENSG00000021645","NRXN3",2,"ASD;BD",3243,3567
"ENSG00000022267","FHL1",2,"BD;MDD",4639,6215
"ENSG00000022355","GABRA1",2,"ASD;OCD",2440,2757
"ENSG00000023228","NDUFS1",2,"ASD;MDD",4478,5520
"ENSG00000023516","AKAP11",2,"BD;OCD",3117,3452
"ENSG00000023572","GLRX2",2,"ADHD;MDD",4310,5200
"ENSG00000023892","DEF6",2,"MDD;SZ",4554,5481
"ENSG00000023902","PLEKHO1",2,"MDD;SZ",4554,5481
"ENSG00000023909","GCLM",2,"ADHD;MDD",4310,5200
"ENSG00000024422","EHD2",2,"OCD;SZ",2413,2718
"ENSG00000025039","RRAGD",2,"ASD;MDD",4478,5520
"ENSG00000025156","HSF2",2,"BD;MDD",4639,6215
"ENSG00000025423","HSD17B6",2,"ADHD;MDD",4310,5200
"ENSG00000025796","SEC63",2,"BD;MDD",4639,6215
"ENSG00000026508","CD44",3,"ASD;MDD;OCD",4712,6841
"ENSG00000026652","AGPAT4",2,"ASD;MDD",4478,5520
"ENSG00000027697","IFNGR1",2,"ASD;OCD",2440,2757
"ENSG00000027847","B4GALT7",2,"ASD;OCD",2440,2757
"ENSG00000028277","POU2F2",2,"ADHD;MDD",4310,5200
"ENSG00000029364","SLC39A9",2,"ADHD;MDD",4310,5200
"ENSG00000029725","RABEP1",2,"BD;OCD",3117,3452
"ENSG00000030419","IKZF2",3,"ADHD;MDD;SZ",4727,6597
"ENSG00000032444","PNPLA6",2,"ADHD;MDD",4310,5200
"ENSG00000033100","CHPF2",2,"ASD;MDD",4478,5520
"ENSG00000033867","SLC4A7",2,"ASD;MDD",4478,5520
"ENSG00000034152","MAP2K3",3,"ASD;OCD;SZ",3360,4154
"ENSG00000035403","VCL",2,"MDD;OCD",4488,5405
"ENSG00000035681","NSMAF",2,"BD;MDD",4639,6215
"ENSG00000035687","ADSS2",2,"ADHD;MDD",4310,5200
"ENSG00000037042","TUBG2",2,"ASD;MDD",4478,5520
"ENSG00000037749","MFAP3",2,"MDD;SZ",4554,5481
"ENSG00000038002","AGA",2,"BD;MDD",4639,6215
"ENSG00000038358","EDC4",2,"ADHD;MDD",4310,5200
"ENSG00000038945","MSR1",2,"BD;MDD",4639,6215
"ENSG00000039068","CDH1",3,"BD;MDD;OCD",4878,7536
"ENSG00000039319","ZFYVE16",2,"ASD;MDD",4478,5520
"ENSG00000041353","RAB27B",2,"MDD;OCD",4488,5405
"ENSG00000041515","MYO16",2,"ASD;BD",3243,3567
"ENSG00000042753","AP2S1",2,"ASD;MDD",4478,5520
"ENSG00000042832","TG",2,"ASD;MDD",4478,5520
"ENSG00000043462","LCP2",3,"BD;MDD;OCD",4878,7536
"ENSG00000044115","CTNNA1",2,"ADHD;MDD",4310,5200
"ENSG00000044524","EPHA3",2,"BD;MDD",4639,6215
"ENSG00000046653","GPM6B",3,"ASD;BD;MDD",4878,7651
"ENSG00000046889","PREX2",2,"BD;MDD",4639,6215
"ENSG00000047188","YTHDC2",2,"ASD;MDD",4478,5520
"ENSG00000047410","TPR",2,"BD;MDD",4639,6215
"ENSG00000047457","CP",2,"BD;OCD",3117,3452
"ENSG00000047597","XK",2,"MDD;OCD",4488,5405
"ENSG00000047617","ANO2",2,"BD;MDD",4639,6215
"ENSG00000047648","ARHGAP6",2,"ASD;MDD",4478,5520
"ENSG00000047932","GOPC",2,"MDD;SZ",4554,5481
"ENSG00000048028","USP28",2,"ASD;MDD",4478,5520
"ENSG00000048545","GUCA1A",3,"ASD;BD;MDD",4878,7651
"ENSG00000048740","CELF2",3,"BD;MDD;OCD",4878,7536
"ENSG00000049089","COL9A2",2,"MDD;OCD",4488,5405
"ENSG00000049239","H6PD",2,"ADHD;BD",3014,3247
"ENSG00000049245","VAMP3",2,"ADHD;MDD",4310,5200
"ENSG00000049246","PER3",2,"BD;MDD",4639,6215
"ENSG00000049247","UTS2",2,"ADHD;MDD",4310,5200
"ENSG00000049883","PTCD2",2,"ADHD;MDD",4310,5200
"ENSG00000050426","LETMD1",2,"ASD;MDD",4478,5520
"ENSG00000050820","BCAR1",2,"BD;MDD",4639,6215
"ENSG00000051108","HERPUD1",2,"BD;MDD",4639,6215
"ENSG00000051128","HOMER3",2,"ASD;MDD",4478,5520
"ENSG00000051341","POLQ",2,"BD;MDD",4639,6215
"ENSG00000051382","PIK3CB",3,"ASD;OCD;SZ",3360,4154
"ENSG00000051620","HEBP2",3,"ASD;BD;OCD",3969,4888
"ENSG00000052126","PLEKHA5",3,"ADHD;MDD;OCD",4654,6521
"ENSG00000052795","FNIP2",2,"MDD;SZ",4554,5481
"ENSG00000053108","FSTL4",2,"ASD;MDD",4478,5520
"ENSG00000053438","NNAT",2,"BD;SZ",2876,3528
"ENSG00000053524","MCF2L2",2,"ASD;BD",3243,3567
"ENSG00000053702","NRIP2",2,"ADHD;MDD",4310,5200
"ENSG00000053918","KCNQ1",2,"BD;MDD",4639,6215
"ENSG00000054118","THRAP3",2,"BD;MDD",4639,6215
"ENSG00000054277","OPN3",2,"ASD;MDD",4478,5520
"ENSG00000054282","SDCCAG8",2,"ADHD;BD",3014,3247
"ENSG00000054392","HHAT",2,"MDD;SZ",4554,5481
"ENSG00000054598","FOXC1",2,"BD;SZ",2876,3528
"ENSG00000054611","TBC1D22A",2,"ADHD;MDD",4310,5200
"ENSG00000054654","SYNE2",2,"BD;MDD",4639,6215
"ENSG00000054690","PLEKHH1",2,"ASD;MDD",4478,5520
"ENSG00000054965","FAM168A",2,"ADHD;MDD",4310,5200
"ENSG00000055070","SZRD1",2,"ADHD;MDD",4310,5200
"ENSG00000055130","CUL1",2,"BD;MDD",4639,6215
"ENSG00000055609","KMT2C",2,"ADHD;MDD",4310,5200
"ENSG00000055732","MCOLN3",2,"ASD;OCD",2440,2757
"ENSG00000056050","HPF1",2,"ASD;MDD",4478,5520
"ENSG00000056487","PHF21B",2,"ASD;MDD",4478,5520
"ENSG00000056972","TRAF3IP2",2,"OCD;SZ",2413,2718
"ENSG00000056998","GYG2",2,"MDD;OCD",4488,5405
"ENSG00000057657","PRDM1",3,"ADHD;MDD;SZ",4727,6597
"ENSG00000058056","USP13",2,"BD;MDD",4639,6215
"ENSG00000058262","SEC61A1",2,"ASD;OCD",2440,2757
"ENSG00000058335","RASGRF1",2,"ASD;SZ",2595,2833
"ENSG00000058866","DGKG",2,"BD;MDD",4639,6215
"ENSG00000059377","TBXAS1",2,"MDD;OCD",4488,5405
"ENSG00000059378","PARP12",2,"ASD;SZ",2595,2833
"ENSG00000059588","TARBP1",4,"ADHD;ASD;BD;MDD",4940,8767
"ENSG00000059728","MXD1",2,"MDD;SZ",4554,5481
"ENSG00000059804","SLC2A3",3,"BD;MDD;OCD",4878,7536
"ENSG00000060140","STYK1",2,"MDD;OCD",4488,5405
"ENSG00000060709","RIMBP2",2,"ASD;MDD",4478,5520
"ENSG00000060718","COL11A1",3,"ADHD;MDD;SZ",4727,6597
"ENSG00000060749","QSER1",2,"ADHD;MDD",4310,5200
"ENSG00000060982","BCAT1",2,"MDD;OCD",4488,5405
"ENSG00000061337","LZTS1",2,"ASD;OCD",2440,2757
"ENSG00000061918","GUCY1B1",2,"MDD;OCD",4488,5405
"ENSG00000061938","TNK2",2,"MDD;OCD",4488,5405
"ENSG00000062038","CDH3",2,"BD;SZ",2876,3528
"ENSG00000062096","ARSF",2,"BD;MDD",4639,6215
"ENSG00000062582","MRPS24",2,"ASD;MDD",4478,5520
"ENSG00000063169","BICRA",2,"ADHD;MDD",4310,5200
"ENSG00000063177","RPL18",4,"ASD;MDD;OCD;SZ",4950,8238
"ENSG00000063180","CA11",2,"MDD;OCD",4488,5405
"ENSG00000063245","EPN1",2,"ADHD;MDD",4310,5200
"ENSG00000063660","GPC1",2,"MDD;OCD",4488,5405
"ENSG00000063761","ADCK1",2,"ASD;MDD",4478,5520
"ENSG00000064042","LIMCH1",2,"ASD;MDD",4478,5520
"ENSG00000064205","CCN5",2,"MDD;SZ",4554,5481
"ENSG00000064225","ST3GAL6",2,"BD;MDD",4639,6215
"ENSG00000064300","NGFR",3,"BD;MDD;SZ",4810,7612
"ENSG00000064393","HIPK2",2,"MDD;OCD",4488,5405
"ENSG00000064607","SUGP2",2,"ADHD;MDD",4310,5200
"ENSG00000064652","SNX24",2,"BD;MDD",4639,6215
"ENSG00000064655","EYA2",2,"ADHD;ASD",2382,2552
"ENSG00000064886","CHI3L2",2,"ASD;BD",3243,3567
"ENSG00000064932","SBNO2",3,"ASD;BD;OCD",3969,4888
"ENSG00000065054","NHERF2",2,"MDD;SZ",4554,5481
"ENSG00000065057","NTHL1",4,"ASD;BD;OCD;SZ",4429,6285
"ENSG00000065135","GNAI3",3,"ASD;BD;MDD",4878,7651
"ENSG00000065154","OAT",2,"BD;MDD",4639,6215
"ENSG00000065308","TRAM2",2,"ADHD;BD",3014,3247
"ENSG00000065320","NTN1",3,"ASD;MDD;SZ",4826,6917
"ENSG00000065325","GLP2R",2,"MDD;OCD",4488,5405
"ENSG00000065361","ERBB3",2,"ASD;MDD",4478,5520
"ENSG00000065413","ANKRD44",2,"BD;SZ",2876,3528
"ENSG00000065534","MYLK",2,"ADHD;MDD",4310,5200
"ENSG00000065613","SLK",2,"MDD;OCD",4488,5405
"ENSG00000065615","CYB5R4",2,"ASD;MDD",4478,5520
"ENSG00000065833","ME1",2,"ASD;MDD",4478,5520
"ENSG00000065882","TBC1D1",2,"MDD;OCD",4488,5405
"ENSG00000065911","MTHFD2",2,"BD;SZ",2876,3528
"ENSG00000066027","PPP2R5A",3,"ASD;BD;MDD",4878,7651
"ENSG00000066044","ELAVL1",2,"ASD;MDD",4478,5520
"ENSG00000066056","TIE1",4,"ADHD;ASD;MDD;SZ",4927,8033
"ENSG00000066248","NGEF",3,"ASD;MDD;OCD",4712,6841
"ENSG00000066294","CD84",3,"BD;MDD;SZ",4810,7612
"ENSG00000066336","SPI1",2,"MDD;OCD",4488,5405
"ENSG00000066382","MPPED2",2,"ASD;OCD",2440,2757
"ENSG00000066583","ISOC1",2,"MDD;SZ",4554,5481
"ENSG00000066629","EML1",3,"ASD;BD;OCD",3969,4888
"ENSG00000066739","ATG2B",2,"ASD;MDD",4478,5520
"ENSG00000066933","MYO9A",2,"ASD;BD",3243,3567
"ENSG00000067064","IDI1",2,"BD;MDD",4639,6215
"ENSG00000067082","KLF6",5,"ADHD;ASD;BD;MDD;SZ",5008,10164
"ENSG00000067141","NEO1",2,"BD;MDD",4639,6215
"ENSG00000067182","TNFRSF1A",4,"ASD;BD;OCD;SZ",4429,6285
"ENSG00000067191","CACNB1",2,"ASD;MDD",4478,5520
"ENSG00000067225","PKM",2,"BD;MDD",4639,6215
"ENSG00000067365","METTL22",2,"BD;MDD",4639,6215
"ENSG00000067606","PRKCZ",2,"ADHD;MDD",4310,5200
"ENSG00000067704","IARS2",2,"ADHD;MDD",4310,5200
"ENSG00000067840","PDZD4",2,"MDD;OCD",4488,5405
"ENSG00000067955","CBFB",2,"ASD;SZ",2595,2833
"ENSG00000068001","HYAL2",3,"ADHD;MDD;SZ",4727,6597
"ENSG00000068079","IFI35",2,"MDD;SZ",4554,5481
"ENSG00000068366","ACSL4",2,"MDD;SZ",4554,5481
"ENSG00000068400","GRIPAP1",2,"BD;MDD",4639,6215
"ENSG00000068438","FTSJ1",2,"ASD;MDD",4478,5520
"ENSG00000068745","IP6K2",3,"ADHD;BD;MDD",4766,7331
"ENSG00000068831","RASGRP2",2,"MDD;OCD",4488,5405
"ENSG00000068912","ERLEC1",2,"ASD;MDD",4478,5520
"ENSG00000068971","PPP2R5B",2,"BD;MDD",4639,6215
"ENSG00000068976","PYGM",3,"BD;OCD;SZ",3682,4849
"ENSG00000069122","ADGRF5",2,"ADHD;MDD",4310,5200
"ENSG00000069329","VPS35",2,"MDD;SZ",4554,5481
"ENSG00000069399","BCL3",2,"OCD;SZ",2413,2718
"ENSG00000069424","KCNAB2",2,"MDD;OCD",4488,5405
"ENSG00000069535","MAOB",2,"ASD;OCD",2440,2757
"ENSG00000069702","TGFBR3",2,"ASD;BD",3243,3567
"ENSG00000069849","ATP1B3",3,"BD;MDD;SZ",4810,7612
"ENSG00000069869","NEDD4",2,"ASD;MDD",4478,5520
"ENSG00000069966","GNB5",2,"ASD;OCD",2440,2757
"ENSG00000069974","RAB27A",2,"BD;OCD",3117,3452
"ENSG00000070047","PHRF1",2,"ADHD;MDD",4310,5200
"ENSG00000070081","NUCB2",2,"BD;MDD",4639,6215
"ENSG00000070087","PFN2",2,"ASD;MDD",4478,5520
"ENSG00000070190","DAPP1",2,"BD;OCD",3117,3452
"ENSG00000070214","SLC44A1",2,"ASD;MDD",4478,5520
"ENSG00000070269","TMEM260",2,"BD;MDD",4639,6215
"ENSG00000070366","SMG6",3,"ASD;BD;MDD",4878,7651
"ENSG00000070371","CLTCL1",2,"BD;MDD",4639,6215
"ENSG00000070404","FSTL3",2,"ASD;SZ",2595,2833
"ENSG00000070444","MNT",2,"ADHD;MDD",4310,5200
"ENSG00000070495","JMJD6",2,"BD;SZ",2876,3528
"ENSG00000070540","WIPI1",2,"MDD;OCD",4488,5405
"ENSG00000070718","AP3M2",3,"BD;MDD;SZ",4810,7612
"ENSG00000070729","CNGB1",2,"MDD;SZ",4554,5481
"ENSG00000070808","CAMK2A",2,"MDD;OCD",4488,5405
"ENSG00000070814","TCOF1",2,"ADHD;MDD",4310,5200
"ENSG00000070882","OSBPL3",3,"BD;MDD;OCD",4878,7536
"ENSG00000070961","ATP2B1",3,"ADHD;ASD;OCD",3257,3873
"ENSG00000071073","MGAT4A",3,"BD;MDD;OCD",4878,7536
"ENSG00000071082","RPL31",2,"MDD;OCD",4488,5405
"ENSG00000071127","WDR1",3,"ASD;MDD;OCD",4712,6841
"ENSG00000071243","ING3",2,"ADHD;ASD",2382,2552
"ENSG00000071246","VASH1",2,"MDD;SZ",4554,5481
"ENSG00000071537","SEL1L",2,"ADHD;MDD",4310,5200
"ENSG00000071539","TRIP13",2,"ASD;MDD",4478,5520
"ENSG00000071575","TRIB2",3,"BD;MDD;SZ",4810,7612
"ENSG00000071626","DAZAP1",3,"ADHD;MDD;SZ",4727,6597
"ENSG00000071655","MBD3",2,"MDD;SZ",4554,5481
"ENSG00000071794","HLTF",2,"ASD;MDD",4478,5520
"ENSG00000072041","SLC6A15",3,"BD;MDD;SZ",4810,7612
"ENSG00000072042","RDH11",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000072062","PRKACA",2,"BD;MDD",4639,6215
"ENSG00000072163","LIMS2",2,"MDD;SZ",4554,5481
"ENSG00000072195","SPEG",2,"MDD;OCD",4488,5405
"ENSG00000072415","PALS1",2,"ASD;MDD",4478,5520
"ENSG00000072609","CHFR",2,"BD;MDD",4639,6215
"ENSG00000072682","P4HA2",4,"ASD;BD;MDD;OCD",4983,8972
"ENSG00000072694","FCGR2B",3,"ADHD;BD;MDD",4766,7331
"ENSG00000072786","STK10",2,"MDD;SZ",4554,5481
"ENSG00000072803","FBXW11",2,"MDD;OCD",4488,5405
"ENSG00000072954","TMEM38A",3,"ASD;MDD;SZ",4826,6917
"ENSG00000073150","PANX2",3,"ASD;MDD;OCD",4712,6841
"ENSG00000073331","ALPK1",2,"ASD;MDD",4478,5520
"ENSG00000073417","PDE8A",2,"ADHD;OCD",2281,2437
"ENSG00000073464","CLCN4",3,"ASD;MDD;OCD",4712,6841
"ENSG00000073605","GSDMB",2,"MDD;SZ",4554,5481
"ENSG00000073712","FERMT2",3,"ASD;MDD;SZ",4826,6917
"ENSG00000073737","DHRS9",3,"BD;MDD;SZ",4810,7612
"ENSG00000073756","PTGS2",3,"BD;MDD;SZ",4810,7612
"ENSG00000073849","ST6GAL1",2,"BD;OCD",3117,3452
"ENSG00000074181","NOTCH3",3,"BD;MDD;OCD",4878,7536
"ENSG00000074276","CDHR2",2,"BD;MDD",4639,6215
"ENSG00000074319","TSG101",2,"ADHD;OCD",2281,2437
"ENSG00000074410","CA12",3,"ASD;OCD;SZ",3360,4154
"ENSG00000074416","MGLL",2,"BD;MDD",4639,6215
"ENSG00000074590","NUAK1",2,"ADHD;ASD",2382,2552
"ENSG00000074706","IPCEF1",4,"ADHD;ASD;MDD;OCD",4812,7957
"ENSG00000074800","ENO1",2,"ASD;SZ",2595,2833
"ENSG00000074842","MYDGF",2,"ASD;MDD",4478,5520
"ENSG00000074964","ARHGEF10L",2,"ADHD;MDD",4310,5200
"ENSG00000075043","KCNQ2",2,"MDD;OCD",4488,5405
"ENSG00000075142","SRI",2,"ASD;MDD",4478,5520
"ENSG00000075213","SEMA3A",2,"BD;MDD",4639,6215
"ENSG00000075223","SEMA3C",2,"MDD;SZ",4554,5481
"ENSG00000075292","ZNF638",2,"ASD;MDD",4478,5520
"ENSG00000075303","SLC25A40",3,"ASD;MDD;SZ",4826,6917
"ENSG00000075415","SLC25A3",2,"ASD;MDD",4478,5520
"ENSG00000075420","FNDC3B",2,"ASD;MDD",4478,5520
"ENSG00000075539","FRYL",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000075643","MOCOS",3,"BD;MDD;SZ",4810,7612
"ENSG00000075884","ARHGAP15",2,"MDD;OCD",4488,5405
"ENSG00000075975","MKRN2",2,"BD;MDD",4639,6215
"ENSG00000076003","MCM6",4,"ASD;BD;MDD;SZ",4972,9048
"ENSG00000076043","REXO2",2,"BD;MDD",4639,6215
"ENSG00000076067","RBMS2",2,"ADHD;BD",3014,3247
"ENSG00000076248","UNG",2,"ASD;OCD",2440,2757
"ENSG00000076344","RGS11",2,"MDD;SZ",4554,5481
"ENSG00000076356","PLXNA2",2,"ASD;MDD",4478,5520
"ENSG00000076382","SPAG5",3,"ASD;BD;MDD",4878,7651
"ENSG00000076554","TPD52",2,"ASD;MDD",4478,5520
"ENSG00000076555","ACACB",2,"ADHD;MDD",4310,5200
"ENSG00000076604","TRAF4",2,"OCD;SZ",2413,2718
"ENSG00000076662","ICAM3",2,"MDD;OCD",4488,5405
"ENSG00000076706","MCAM",3,"ASD;BD;MDD",4878,7651
"ENSG00000076826","CAMSAP3",2,"ASD;MDD",4478,5520
"ENSG00000076984","MAP2K7",2,"ASD;MDD",4478,5520
"ENSG00000077063","CTTNBP2",3,"ASD;MDD;OCD",4712,6841
"ENSG00000077150","NFKB2",3,"ASD;OCD;SZ",3360,4154
"ENSG00000077235","GTF3C1",2,"ADHD;BD",3014,3247
"ENSG00000077238","IL4R",2,"BD;SZ",2876,3528
"ENSG00000077264","PAK3",3,"ASD;MDD;OCD",4712,6841
"ENSG00000077279","DCX",3,"MDD;OCD;SZ",4809,6802
"ENSG00000077348","EXOSC5",2,"ASD;MDD",4478,5520
"ENSG00000077420","APBB1IP",3,"ADHD;MDD;SZ",4727,6597
"ENSG00000077463","SIRT6",2,"ADHD;MDD",4310,5200
"ENSG00000077585","GPR137B",2,"ASD;MDD",4478,5520
"ENSG00000077616","NAALAD2",3,"BD;MDD;SZ",4810,7612
"ENSG00000077782","FGFR1",3,"ASD;MDD;OCD",4712,6841
"ENSG00000078070","MCCC1",2,"BD;MDD",4639,6215
"ENSG00000078098","FAP",3,"MDD;OCD;SZ",4809,6802
"ENSG00000078142","PIK3C3",2,"MDD;OCD",4488,5405
"ENSG00000078246","TULP3",2,"ADHD;MDD",4310,5200
"ENSG00000078269","SYNJ2",2,"MDD;OCD",4488,5405
"ENSG00000078328","RBFOX1",2,"ASD;OCD",2440,2757
"ENSG00000078401","EDN1",2,"BD;SZ",2876,3528
"ENSG00000078596","ITM2A",3,"ASD;BD;MDD",4878,7651
"ENSG00000078668","VDAC3",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000078687","TNRC6C",2,"ASD;MDD",4478,5520
"ENSG00000078699","CBFA2T2",2,"ADHD;MDD",4310,5200
"ENSG00000078747","ITCH",2,"ADHD;MDD",4310,5200
"ENSG00000078804","TP53INP2",2,"ADHD;OCD",2281,2437
"ENSG00000078814","MYH7B",3,"ASD;MDD;OCD",4712,6841
"ENSG00000079101","CLUL1",2,"ADHD;MDD",4310,5200
"ENSG00000079102","RUNX1T1",2,"ASD;MDD",4478,5520
"ENSG00000079432","CIC",2,"MDD;OCD",4488,5405
"ENSG00000079482","OPHN1",2,"ASD;MDD",4478,5520
"ENSG00000079689","SCGN",2,"MDD;SZ",4554,5481
"ENSG00000080189","SLC35C2",3,"ADHD;ASD;MDD",4624,6636
"ENSG00000080493","SLC4A4",2,"BD;MDD",4639,6215
"ENSG00000080546","SESN1",4,"ADHD;BD;MDD;SZ",4907,8728
"ENSG00000080573","COL5A3",4,"ASD;BD;MDD;SZ",4972,9048
"ENSG00000080603","SRCAP",2,"BD;MDD",4639,6215
"ENSG00000080644","CHRNA3",3,"MDD;OCD;SZ",4809,6802
"ENSG00000080854","IGSF9B",2,"ASD;MDD",4478,5520
