graph,disorder,TF_A,TF_B,target_DEG
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000153130
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000171766
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000203818
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000125878
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000183798
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000185885
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000140199
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000237174
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000106366
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000179542
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000104951
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000253877
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000050327
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000122026
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000138463
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000151929
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000146592
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000096696
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000120696
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000243742
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000176731
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000132356
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000165685
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000091436
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000165997
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000125122
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000106211
grn,ASD,ENSG00000146592,ENSG00000146592,ENSG00000185808
grn,ASD,ENSG00000118260,ENSG00000170345,ENSG00000140199
grn,ASD,ENSG00000118260,ENSG00000170345,ENSG00000132744
grn,ASD,ENSG00000118260,ENSG00000170345,ENSG00000100314
grn,ASD,ENSG00000118260,ENSG00000170345,ENSG00000134061
grn,ASD,ENSG00000118260,ENSG00000170345,ENSG00000256790
grn,ASD,ENSG00000118260,ENSG00000170345,ENSG00000106211
grn,ASD,ENSG00000118260,ENSG00000170345,ENSG00000163235
grn,ASD,ENSG00000118260,ENSG00000170345,ENSG00000151929
grn,ASD,ENSG00000118260,ENSG00000170345,ENSG00000144034
grn,BD,ENSG00000135363,ENSG00000153234,ENSG00000169245
grn,BD,ENSG00000135363,ENSG00000153234,ENSG00000187840
grn,BD,ENSG00000119508,ENSG00000159216,ENSG00000176046
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000232531
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000231770
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000214465
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000228358
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000118194
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000239828
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000158428
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000239617
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000126759
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000225953
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000119686
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000240065
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000271590
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000265263
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000184564
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000139865
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000255176
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000105642
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000066294
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000242173
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000163793
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000272944
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000204929
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000267311
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000246366
grn,MDD,ENSG00000175832,ENSG00000164749,ENSG00000247903
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000254099
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000140557
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000231770
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000263391
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000130711
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000256148
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000183657
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000260206
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000146410
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000234690
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000267500
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000105697
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000262468
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000210164
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000163815
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000257386
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000165171
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000262188
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000239828
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000257434
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000247287
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000259363
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000234978
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000127507
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000258545
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000255750
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000264705
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000234665
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000235180
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000267278
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000164761
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000176868
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000164694
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000246363
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000245468
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000234661
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000265168
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000271737
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000216901
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000198576
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000261668
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000259433
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000241213
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000254165
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000233621
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000231768
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000245648
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000258526
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000258940
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000234394
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000222020
grn,MDD,ENSG00000175832,ENSG00000171223,ENSG00000234754
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000225106
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000105880
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000175544
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000265702
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000228358
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000105650
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000129451
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000223756
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000248837
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000259032
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000165171
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000244050
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000164078
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000233894
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000224083
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000203797
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000226877
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000235897
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000234661
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000134160
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000230565
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000127831
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000066294
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000242173
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000228335
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000235034
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000109674
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000258283
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000267311
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000180229
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000230793
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000230062
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000226107
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000247624
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000221962
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000174332
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000234754
grn,MDD,ENSG00000175832,ENSG00000185811,ENSG00000267707
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000232531
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000269621
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000261461
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000225106
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000183160
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000259407
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000130222
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000105650
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000146410
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000234690
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000248837
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000171223
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000257434
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000239617
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000053918
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000204278
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000164078
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000172780
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000261455
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000214725
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000179270
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000171084
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000242082
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000054803
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000177173
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000271737
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000216901
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000270035
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000248323
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000102934
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000272944
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000183675
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000245648
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000174332
grn,MDD,ENSG00000175832,ENSG00000105880,ENSG00000173727
grn,MDD,ENSG00000175832,ENSG00000043355,ENSG00000243819
grn,MDD,ENSG00000175832,ENSG00000043355,ENSG00000244486
grn,MDD,ENSG00000175832,ENSG00000043355,ENSG00000237721
grn,MDD,ENSG00000175832,ENSG00000043355,ENSG00000259755
grn,MDD,ENSG00000175832,ENSG00000043355,ENSG00000240065
grn,MDD,ENSG00000175832,ENSG00000043355,ENSG00000136297
grn,MDD,ENSG00000175832,ENSG00000043355,ENSG00000248210
grn,MDD,ENSG00000175832,ENSG00000043355,ENSG00000146410
grn,MDD,ENSG00000175832,ENSG00000043355,ENSG00000227502
grn,MDD,ENSG00000175832,ENSG00000043355,ENSG00000243414
grn,MDD,ENSG00000175832,ENSG00000043355,ENSG00000257715
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000242569
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000171223
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000267311
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000258283
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000267868
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000243819
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000043355
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000183657
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000164078
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000198576
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000060566
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000066294
grn,MDD,ENSG00000175832,ENSG00000152977,ENSG00000262903
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000241889
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000248712
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000183160
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000240907
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000214465
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000240583
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000260206
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000223756
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000118194
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000248837
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000104213
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000242512
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000261687
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000164078
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000172780
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000054690
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000171084
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000265263
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000242569
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000246363
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000261208
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000134160
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000246375
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000235173
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000254165
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000163827
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000247903
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000259755
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000248698
grn,MDD,ENSG00000175832,ENSG00000163132,ENSG00000250786
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000241889
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000248632
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000225106
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000175544
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000197992
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000152253
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000248712
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000238009
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000225393
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000259407
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000270640
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000234690
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000267112
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000169629
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000171223
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000164749
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000234978
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000095383
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000053918
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000080644
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000104213
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000258515
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000266495
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000240065
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000273375
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000171084
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000184564
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000234665
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000271427
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000246363
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000261208
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000134160
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000246375
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000145936
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000241772
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000259433
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000246350
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000235034
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000235173
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000241213
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000254165
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000242950
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000121101
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000269813
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000251429
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000197813
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000266876
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000222020
grn,MDD,ENSG00000175832,ENSG00000174332,ENSG00000145358
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000178726
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000240685
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000173376
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000229153
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000178977
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000241360
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000263165
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000182612
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000158428
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000270000
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000269345
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000242082
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000258424
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000214402
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000173641
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000264329
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000244378
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000255545
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000267283
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000147402
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000179954
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000070526
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000105642
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000232682
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000228221
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000226102
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000244306
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000255234
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000228065
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000256391
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000247903
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000226107
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000255442
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000104808
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000242110
grn,MDD,ENSG00000120738,ENSG00000174576,ENSG00000106333
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000178726
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000012211
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000120235
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000248677
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000175730
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000197467
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000101336
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000272700
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000056291
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000171864
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000267053
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000104213
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000121236
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000100628
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000214402
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000255545
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000147402
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000184611
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000271737
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000258099
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000132010
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000255234
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000198468
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000257550
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000121101
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000197471
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000174640
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000255087
grn,MDD,ENSG00000120738,ENSG00000143867,ENSG00000226403
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000267259
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000266896
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000100473
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000225972
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000258999
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000236816
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000245888
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000172508
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000182612
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000251279
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000120708
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000227544
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000165171
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000219470
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000187556
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000162620
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000173641
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000273275
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000054803
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000273004
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000271427
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000204622
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000227081
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000267283
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000227558
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000183960
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000144481
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000227560
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000228221
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000081052
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000135378
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000210082
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000210077
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000198221
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000197934
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000108242
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000250357
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000256391
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000226107
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000173253
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000110777
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000232907
grn,MDD,ENSG00000120738,ENSG00000157613,ENSG00000226403
grn,MDD,ENSG00000120738,ENSG00000143257,ENSG00000248664
grn,MDD,ENSG00000120738,ENSG00000143257,ENSG00000178726
grn,MDD,ENSG00000120738,ENSG00000143257,ENSG00000173376
grn,MDD,ENSG00000120738,ENSG00000143257,ENSG00000268657
grn,MDD,ENSG00000120738,ENSG00000143257,ENSG00000272564
grn,MDD,ENSG00000120738,ENSG00000143257,ENSG00000162913
grn,MDD,ENSG00000120738,ENSG00000143257,ENSG00000175730
grn,MDD,ENSG00000120738,ENSG00000143257,ENSG00000245888
grn,MDD,ENSG00000120738,ENSG00000143257,ENSG00000249577
